d1,type,d2,event_category
DB00967,1,DB00281,Common
DB00458,1,DB01064,Common
DB01175,1,DB04871,Common
DB00248,1,DB00091,Common
DB00586,1,DB00179,Common
DB01200,1,DB00703,Common
DB00248,1,DB00933,Common
DB00555,1,DB01235,Common
DB00320,1,DB01403,Common
DB08907,1,DB01159,Common
DB00035,1,DB00555,Common
DB00753,1,DB00333,Common
DB04794,1,DB00320,Common
DB00366,1,DB00476,Common
DB08865,1,DB00589,Common
DB01013,1,DB00772,Common
DB00434,1,DB00295,Common
DB06716,1,DB00502,Common
DB01114,1,DB00753,Common
DB01193,1,DB00703,Common
DB04920,1,DB00270,Common
DB09224,1,DB00295,Common
DB04574,1,DB01009,Common
DB00395,1,DB01544,Common
DB00655,1,DB00179,Common
DB00835,1,DB00753,Common
DB01161,1,DB00494,Common
DB00035,1,DB00688,Common
DB00835,1,DB01227,Common
DB13139,1,DB00589,Common
DB01558,1,DB00950,Common
DB00363,1,DB00588,Common
DB00647,1,DB01466,Common
DB00586,1,DB01024,Common
DB00356,1,DB00647,Common
DB01558,1,DB01466,Common
DB01151,1,DB00422,Common
DB01068,1,DB00934,Common
DB00835,1,DB00934,Common
DB01020,1,DB00264,Common
DB01176,1,DB01437,Common
DB01215,1,DB00371,Common
DB01235,1,DB05246,Common
DB01406,1,DB00353,Common
DB01259,1,DB00353,Common
DB01002,1,DB04861,Common
DB00448,1,DB00589,Common
DB00528,1,DB00486,Common
DB01248,1,DB01259,Common
DB00320,1,DB00333,Common
DB00865,1,DB01407,Common
DB00321,1,DB00402,Common
DB01169,1,DB01136,Common
DB00754,1,DB01227,Common
DB00321,1,DB06700,Common
DB06738,1,DB00934,Common
DB01009,1,DB09285,Common
DB01612,1,DB04861,Common
DB00443,1,DB01097,Common
DB00248,1,DB09224,Common
DB08907,1,DB01136,Common
DB04908,1,DB05246,Common
DB00924,1,DB00623,Common
DB00527,1,DB01320,Common
DB01437,1,DB08815,Common
DB00593,1,DB00281,Common
DB08906,1,DB06725,Common
DB01144,1,DB00876,Common
DB00967,1,DB01544,Common
DB00292,1,DB00502,Common
DB00575,1,DB04953,Common
DB00248,1,DB01233,Common
DB00714,1,DB00542,Common
DB00647,1,DB04953,Common
DB01235,1,DB01149,Common
DB01159,1,DB00808,Common
DB00527,1,DB00934,Common
DB00575,1,DB01159,Common
DB00542,1,DB04817,Common
DB00924,1,DB01064,Common
DB00521,1,DB00695,Common
DB00623,1,DB08815,Common
DB00593,1,DB01355,Common
DB06772,1,DB09053,Common
DB01159,1,DB00737,Common
DB00802,1,DB00333,Common
DB01248,1,DB01590,Common
DB01197,1,DB01002,Common
DB00835,1,DB00690,Common
DB00240,1,DB00712,Common
DB01151,1,DB00216,Common
DB01118,1,DB00903,Common
DB00903,1,DB01159,Common
DB00802,1,DB08815,Common
DB06282,1,DB00683,Common
DB00882,1,DB00320,Common
DB00586,1,DB00461,Common
DB00035,1,DB06738,Common
DB00502,1,DB00179,Common
DB00655,1,DB00712,Common
DB01242,1,DB01275,Common
DB00753,1,DB00933,Common
DB01200,1,DB09235,Common
DB00887,1,DB00486,Common
DB00593,1,DB09166,Common
DB00835,1,DB00849,Common
DB08906,1,DB00788,Common
DB00381,1,DB00883,Common
DB06216,1,DB00422,Common
DB01234,1,DB00586,Common
DB00933,1,DB00295,Common
DB00248,1,DB00898,Common
DB01068,1,DB00849,Common
DB01197,1,DB00688,Common
DB06736,1,DB00502,Common
DB00186,1,DB01028,Common
DB06594,1,DB00967,Common
DB00903,1,DB00486,Common
DB06216,1,DB01437,Common
DB00907,1,DB00996,Common
DB04946,1,DB00933,Common
DB00363,1,DB00633,Common
DB00356,1,DB09224,Common
DB00233,1,DB01166,Common
DB00434,1,DB01355,Common
DB00297,1,DB06282,Common
DB00875,1,DB00327,Common
DB01544,1,DB00683,Common
DB00240,1,DB04817,Common
DB08906,1,DB01283,Common
DB00972,1,DB00353,Common
DB00796,1,DB01020,Common
DB00502,1,DB00589,Common
DB00700,1,DB00703,Common
DB01086,1,DB04908,Common
DB00356,1,DB00455,Common
DB00810,1,DB00921,Common
DB00195,1,DB00411,Common
DB00477,1,DB00683,Common
DB01242,1,DB00952,Common
DB06594,1,DB00292,Common
DB00796,1,DB00631,Common
DB01169,1,DB09235,Common
DB01215,1,DB01002,Common
DB00594,1,DB00436,Common
DB01076,1,DB00363,Common
DB00356,1,DB06738,Common
DB00248,1,DB08918,Common
DB09166,1,DB04908,Common
DB00543,1,DB00924,Common
DB00371,1,DB00295,Common
DB00321,1,DB00514,Common
DB00233,1,DB04574,Common
DB00835,1,DB05246,Common
DB00292,1,DB00295,Common
DB01238,1,DB04841,Common
DB01142,1,DB00333,Common
DB00712,1,DB00741,Common
DB00502,1,DB04817,Common
DB01248,1,DB01253,Common
DB00918,1,DB00952,Common
DB00477,1,DB00829,Common
DB00700,1,DB00695,Common
DB00887,1,DB00633,Common
DB01253,1,DB08827,Common
DB00477,1,DB00700,Common
DB00297,1,DB09235,Common
DB00332,1,DB06738,Common
DB00523,1,DB00254,Common
DB00802,1,DB01018,Common
DB00972,1,DB00542,Common
DB00321,1,DB00967,Common
DB00753,1,DB06738,Common
DB00543,1,DB04871,Common
DB03128,1,DB01245,Common
DB00482,1,DB01024,Common
DB06716,1,DB01587,Common
DB06716,1,DB01065,Common
DB00714,1,DB00575,Common
DB01065,1,DB00849,Common
DB00320,1,DB00199,Common
DB01161,1,DB06738,Common
DB09167,1,DB01233,Common
DB06016,1,DB12161,Common
DB01380,1,DB00749,Common
DB00248,1,DB00678,Common
DB00996,1,DB01018,Common
DB01244,1,DB00695,Common
DB06292,1,DB00703,Common
DB06716,1,DB00934,Common
DB01142,1,DB00295,Common
DB00490,1,DB01159,Common
DB01193,1,DB00411,Common
DB00741,1,DB00772,Common
DB01200,1,DB00353,Common
DB00784,1,DB01024,Common
DB01086,1,DB00402,Common
DB00320,1,DB01587,Common
DB04946,1,DB00849,Common
DB09128,1,DB00934,Common
DB04908,1,DB00555,Common
DB01076,1,DB08882,Common
DB00467,1,DB00324,Common
DB00741,1,DB00677,Common
DB01242,1,DB00808,Common
DB01114,1,DB00924,Common
DB13874,1,DB00696,Common
DB09026,1,DB01159,Common
DB00754,1,DB00502,Common
DB00188,1,DB00521,Common
DB00395,1,DB00356,Common
DB00446,1,DB01253,Common
DB08918,1,DB01028,Common
DB00228,1,DB01028,Common
DB06772,1,DB00724,Common
DB00696,1,DB08827,Common
DB01435,1,DB04817,Common
DB09128,1,DB00647,Common
DB06292,1,DB00808,Common
DB00436,1,DB01396,Common
DB01612,1,DB00363,Common
DB06216,1,DB01221,Common
DB00402,1,DB01221,Common
DB00484,1,DB01171,Common
DB00949,1,DB01221,Common
DB00593,1,DB08918,Common
DB00248,1,DB01253,Common
DB01193,1,DB01364,Common
DB00327,1,DB01587,Common
DB00527,1,DB01235,Common
DB00996,1,DB00737,Common
DB00575,1,DB00849,Common
DB00695,1,DB00327,Common
DB01351,1,DB00371,Common
DB00593,1,DB06716,Common
DB00477,1,DB01221,Common
DB00802,1,DB09235,Common
DB00182,1,DB00934,Common
DB00248,1,DB00257,Common
DB00748,1,DB01028,Common
DB08907,1,DB00528,Common
DB06738,1,DB00186,Common
DB00356,1,DB01068,Common
DB00593,1,DB00813,Common
DB01245,1,DB00959,Common
DB01159,1,DB01587,Common
DB00320,1,DB00254,Common
DB00754,1,DB00950,Common
DB01242,1,DB00422,Common
DB01351,1,DB01175,Common
DB00472,1,DB00588,Common
DB00690,1,DB05246,Common
DB00228,1,DB00402,Common
DB01200,1,DB00882,Common
DB01248,1,DB00499,Common
DB01466,1,DB00703,Common
DB06716,1,DB00737,Common
DB00819,1,DB00921,Common
DB01612,1,DB01144,Common
DB00950,1,DB08815,Common
DB13139,1,DB00805,Common
DB00402,1,DB00933,Common
DB00543,1,DB00176,Common
DB00979,1,DB01227,Common
DB00903,1,DB01018,Common
DB00861,1,DB00588,Common
DB00318,1,DB01159,Common
DB00584,1,DB01097,Common
DB00494,1,DB00933,Common
DB06203,1,DB01197,Common
DB01351,1,DB01355,Common
DB00297,1,DB00875,Common
DB06700,1,DB00292,Common
DB00996,1,DB00327,Common
DB00476,1,DB00371,Common
DB00588,1,DB09212,Common
DB00254,1,DB00589,Common
DB00477,1,DB01002,Common
DB06594,1,DB00924,Common
DB05676,1,DB00394,Common
DB00363,1,DB09166,Common
DB06738,1,DB00295,Common
DB01242,1,DB00996,Common
DB00628,1,DB01065,Common
DB03128,1,DB01122,Common
DB01076,1,DB00448,Common
DB01114,1,DB00647,Common
DB01355,1,DB09224,Common
DB00608,1,DB01013,Common
DB00502,1,DB09224,Common
DB00754,1,DB00934,Common
DB00712,1,DB00461,Common
DB01544,1,DB00502,Common
DB00921,1,DB01171,Common
DB00320,1,DB00898,Common
DB00228,1,DB04946,Common
DB00542,1,DB00796,Common
DB01068,1,DB00371,Common
DB00819,1,DB00945,Common
DB00695,1,DB01002,Common
DB00748,1,DB06738,Common
DB01410,1,DB00179,Common
DB00446,1,DB00898,Common
DB00633,1,DB00876,Common
DB01558,1,DB00628,Common
DB06700,1,DB00476,Common
DB00514,1,DB00934,Common
DB00593,1,DB06282,Common
DB00748,1,DB01227,Common
DB00240,1,DB01283,Common
DB00695,1,DB01020,Common
DB04953,1,DB01018,Common
DB00443,1,DB01137,Common
DB00484,1,DB01144,Common
DB00327,1,DB01065,Common
DB00543,1,DB00998,Common
DB01075,1,DB00494,Common
DB01076,1,DB00741,Common
DB00996,1,DB01221,Common
DB01351,1,DB00472,Common
DB00608,1,DB00764,Common
DB00696,1,DB01233,Common
DB00633,1,DB01023,Common
DB00228,1,DB00458,Common
DB05676,1,DB00788,Common
DB00959,1,DB01233,Common
DB00918,1,DB00321,Common
DB00714,1,DB00753,Common
DB01014,1,DB00502,Common
DB00496,1,DB00967,Common
DB01612,1,DB00903,Common
DB09232,1,DB00872,Common
DB00593,1,DB01028,Common
DB00320,1,DB04946,Common
DB00490,1,DB00633,Common
DB01234,1,DB01050,Common
DB00321,1,DB00395,Common
DB00228,1,DB00690,Common
DB01086,1,DB08918,Common
DB00749,1,DB00588,Common
DB00628,1,DB00502,Common
DB09128,1,DB00933,Common
DB00835,1,DB00455,Common
DB13783,1,DB00814,Common
DB00188,1,DB00248,Common
DB00543,1,DB09166,Common
DB01068,1,DB00690,Common
DB00543,1,DB01233,Common
DB01437,1,DB01149,Common
DB01364,1,DB00668,Common
DB01246,1,DB00543,Common
DB00402,1,DB05246,Common
DB06282,1,DB01235,Common
DB00363,1,DB00813,Common
DB01242,1,DB00216,Common
DB00918,1,DB00215,Common
DB00297,1,DB00186,Common
DB01024,1,DB00461,Common
DB01169,1,DB01248,Common
DB04574,1,DB01233,Common
DB00356,1,DB00575,Common
DB00898,1,DB00422,Common
DB01200,1,DB08815,Common
DB00696,1,DB01181,Common
DB01143,1,DB00295,Common
DB00318,1,DB09166,Common
DB00490,1,DB00455,Common
DB00972,1,DB00179,Common
DB00945,1,DB04817,Common
DB01175,1,DB00898,Common
DB01002,1,DB01227,Common
DB01142,1,DB00371,Common
DB00321,1,DB00628,Common
DB00950,1,DB01587,Common
DB04908,1,DB00472,Common
DB01068,1,DB01151,Common
DB01248,1,DB00773,Common
DB00542,1,DB00295,Common
DB01544,1,DB06282,Common
DB00647,1,DB00228,Common
DB00527,1,DB00327,Common
DB00228,1,DB01437,Common
DB00804,1,DB08893,Common
DB01086,1,DB00455,Common
DB13783,1,DB01435,Common
DB01118,1,DB00703,Common
DB00289,1,DB00696,Common
DB00924,1,DB01175,Common
DB00531,1,DB08882,Common
DB00228,1,DB01466,Common
DB00278,1,DB00531,Common
DB01193,1,DB00695,Common
DB00753,1,DB04861,Common
DB00808,1,DB01020,Common
DB01086,1,DB00813,Common
DB00321,1,DB01253,Common
DB00318,1,DB00829,Common
DB00764,1,DB01024,Common
DB01222,1,DB00328,Common
DB01009,1,DB00461,Common
DB00494,1,DB01466,Common
DB01193,1,DB00631,Common
DB00356,1,DB00555,Common
DB12161,1,DB00875,Common
DB00633,1,DB00678,Common
DB00381,1,DB01253,Common
DB00555,1,DB00333,Common
DB01219,1,DB00502,Common
DB00195,1,DB01020,Common
DB00875,1,DB00455,Common
DB01234,1,DB00772,Common
DB00714,1,DB00876,Common
DB01023,1,DB00883,Common
DB01161,1,DB00477,Common
DB04817,1,DB09285,Common
DB00748,1,DB00455,Common
DB04946,1,DB06738,Common
DB00843,1,DB00655,Common
DB00514,1,DB00952,Common
DB00333,1,DB05246,Common
DB01193,1,DB01144,Common
DB01612,1,DB00872,Common
DB01075,1,DB00593,Common
DB01587,1,DB00589,Common
DB00835,1,DB00737,Common
DB00283,1,DB00950,Common
DB01127,1,DB00696,Common
DB00215,1,DB00967,Common
DB00773,1,DB00353,Common
DB00216,1,DB04871,Common
DB00494,1,DB09224,Common
DB00628,1,DB00434,Common
DB00321,1,DB01175,Common
DB06216,1,DB06700,Common
DB00637,1,DB01076,Common
DB01222,1,DB00467,Common
DB01219,1,DB00690,Common
DB00604,1,DB00589,Common
DB00861,1,DB00876,Common
DB00490,1,DB06282,Common
DB00647,1,DB00353,Common
DB08865,1,DB01248,Common
DB00283,1,DB04908,Common
DB00714,1,DB01029,Common
DB00907,1,DB01227,Common
DB01407,1,DB01577,Common
DB00647,1,DB01215,Common
DB00604,1,DB00353,Common
DB00490,1,DB04908,Common
DB04908,1,DB01227,Common
DB00318,1,DB00402,Common
DB00527,1,DB00292,Common
DB01118,1,DB00484,Common
DB00700,1,DB00883,Common
DB00543,1,DB00628,Common
DB00248,1,DB08827,Common
DB01238,1,DB00623,Common
DB00876,1,DB00753,Common
DB01558,1,DB04953,Common
DB00924,1,DB00295,Common
DB00542,1,DB00814,Common
DB00802,1,DB00813,Common
DB08907,1,DB09235,Common
DB00623,1,DB01159,Common
DB00586,1,DB04817,Common
DB00207,1,DB00589,Common
DB00392,1,DB06738,Common
DB00979,1,DB01466,Common
DB01410,1,DB00784,Common
DB00887,1,DB01240,Common
DB01176,1,DB01175,Common
DB00572,1,DB00318,Common
DB00997,1,DB00589,Common
DB00972,1,DB01013,Common
DB00589,1,DB01071,Common
DB01380,1,DB01628,Common
DB00215,1,DB00292,Common
DB00714,1,DB00631,Common
DB01437,1,DB00555,Common
DB06738,1,DB00737,Common
DB00228,1,DB01149,Common
DB00967,1,DB04908,Common
DB00564,1,DB00875,Common
DB00035,1,DB01149,Common
DB01086,1,DB01114,Common
DB01097,1,DB01033,Common
DB09166,1,DB01018,Common
DB00628,1,DB00555,Common
DB01283,1,DB00461,Common
DB09214,1,DB00586,Common
DB00328,1,DB00814,Common
DB01197,1,DB01159,Common
DB00402,1,DB06738,Common
DB01169,1,DB00542,Common
DB00696,1,DB01204,Common
DB00228,1,DB00593,Common
DB01086,1,DB01159,Common
DB00924,1,DB01221,Common
DB13783,1,DB01097,Common
DB00764,1,DB00688,Common
DB00887,1,DB09235,Common
DB01114,1,DB00228,Common
DB00402,1,DB01028,Common
DB06594,1,DB01151,Common
DB00593,1,DB05246,Common
DB00876,1,DB00749,Common
DB04946,1,DB06282,Common
DB00316,1,DB00696,Common
DB00276,1,DB06772,Common
DB00321,1,DB06738,Common
DB01023,1,DB00695,Common
DB00215,1,DB00805,Common
DB00494,1,DB00371,Common
DB00233,1,DB09214,Common
DB01222,1,DB00861,Common
DB04920,1,DB00584,Common
DB00248,1,DB08815,Common
DB00945,1,DB00861,Common
DB00875,1,DB01028,Common
DB00482,1,DB00876,Common
DB00228,1,DB00996,Common
DB00321,1,DB01221,Common
DB00261,1,DB01014,Common
DB00887,1,DB00753,Common
DB01068,1,DB00647,Common
DB09026,1,DB01144,Common
DB01219,1,DB00933,Common
DB00959,1,DB01024,Common
DB00700,1,DB01466,Common
DB00564,1,DB09224,Common
DB01159,1,DB08815,Common
DB00281,1,DB00371,Common
DB00477,1,DB01023,Common
DB00751,1,DB09053,Common
DB00477,1,DB00753,Common
DB00813,1,DB04871,Common
DB00668,1,DB00353,Common
DB00703,1,DB00486,Common
DB00575,1,DB01437,Common
DB06216,1,DB01159,Common
DB00829,1,DB00353,Common
DB00434,1,DB00593,Common
DB00436,1,DB01227,Common
DB00628,1,DB00647,Common
DB00527,1,DB00215,Common
DB00758,1,DB09053,Common
DB01175,1,DB01233,Common
DB01253,1,DB00703,Common
DB09214,1,DB00695,Common
DB01114,1,DB01068,Common
DB00802,1,DB00477,Common
DB00593,1,DB01466,Common
DB00741,1,DB00784,Common
DB00543,1,DB00514,Common
DB13783,1,DB05676,Common
DB00594,1,DB00484,Common
DB01558,1,DB01176,Common
DB01242,1,DB01240,Common
DB00608,1,DB00876,Common
DB00392,1,DB00813,Common
DB08907,1,DB00883,Common
DB00945,1,DB08906,Common
DB00875,1,DB01221,Common
DB06216,1,DB01171,Common
DB00402,1,DB00753,Common
DB11148,1,DB04908,Common
DB00696,1,DB00333,Common
DB00494,1,DB01002,Common
DB01086,1,DB01355,Common
DB01142,1,DB01221,Common
DB00623,1,DB00996,Common
DB00176,1,DB00805,Common
DB01013,1,DB00677,Common
DB01219,1,DB00327,Common
DB00458,1,DB00528,Common
DB00394,1,DB00861,Common
DB01222,1,DB01400,Common
DB00903,1,DB00528,Common
DB00297,1,DB00371,Common
DB00390,1,DB00903,Common
DB00477,1,DB00292,Common
DB01076,1,DB00270,Common
DB00589,1,DB00745,Common
DB00527,1,DB00623,Common
DB00956,1,DB09338,Common
DB01068,1,DB00875,Common
DB01086,1,DB00588,Common
DB06594,1,DB00849,Common
DB01219,1,DB01544,Common
DB08897,1,DB00813,Common
DB00945,1,DB01435,Common
DB00240,1,DB00772,Common
DB00802,1,DB00356,Common
DB00631,1,DB00968,Common
DB06216,1,DB00950,Common
DB00321,1,DB00623,Common
DB01197,1,DB00814,Common
DB01068,1,DB01159,Common
DB01242,1,DB01002,Common
DB00455,1,DB00353,Common
DB00950,1,DB01221,Common
DB01544,1,DB01065,Common
DB01024,1,DB00788,Common
DB08815,1,DB01171,Common
DB00972,1,DB00688,Common
DB00248,1,DB00845,Common
DB11148,1,DB04946,Common
DB00594,1,DB00327,Common
DB01176,1,DB00934,Common
DB00796,1,DB00608,Common
DB09128,1,DB00813,Common
DB00612,1,DB00753,Common
DB09128,1,DB01200,Common
DB00521,1,DB06292,Common
DB00228,1,DB01227,Common
DB00887,1,DB00622,Common
DB09235,1,DB00333,Common
DB00700,1,DB00813,Common
DB00518,1,DB01248,Common
DB00802,1,DB09166,Common
DB06700,1,DB00266,Common
DB00749,1,DB06725,Common
DB00490,1,DB00924,Common
DB01197,1,DB00179,Common
DB00819,1,DB01014,Common
DB01076,1,DB01200,Common
DB00537,1,DB00589,Common
DB00748,1,DB00502,Common
DB00802,1,DB00949,Common
DB00321,1,DB00490,Common
DB00436,1,DB00872,Common
DB00628,1,DB05246,Common
DB00950,1,DB00588,Common
DB00907,1,DB08815,Common
DB04908,1,DB00934,Common
DB00542,1,DB00188,Common
DB00802,1,DB00628,Common
DB06216,1,DB00476,Common
DB01197,1,DB00486,Common
DB00320,1,DB00951,Common
DB00542,1,DB00688,Common
DB00763,1,DB00353,Common
DB00594,1,DB00295,Common
DB00318,1,DB00813,Common
DB00918,1,DB00934,Common
DB00394,1,DB01628,Common
DB00802,1,DB00455,Common
DB00297,1,DB01437,Common
DB00320,1,DB01628,Common
DB00564,1,DB00623,Common
DB00248,1,DB06774,Common
DB00608,1,DB06725,Common
DB00318,1,DB01221,Common
DB00180,1,DB00328,Common
DB00647,1,DB00371,Common
DB00228,1,DB00176,Common
DB00185,1,DB01233,Common
DB00316,1,DB00353,Common
DB13783,1,DB08906,Common
DB06700,1,DB09224,Common
DB01065,1,DB00933,Common
DB00829,1,DB01355,Common
DB01068,1,DB01175,Common
DB00363,1,DB01215,Common
DB00835,1,DB00829,Common
DB00292,1,DB00875,Common
DB01122,1,DB00588,Common
DB06774,1,DB00320,Common
DB08918,1,DB01065,Common
DB01253,1,DB00448,Common
DB01159,1,DB00683,Common
DB00395,1,DB01227,Common
DB00972,1,DB00741,Common
DB00477,1,DB01227,Common
DB00754,1,DB00949,Common
DB00394,1,DB00784,Common
DB00972,1,DB00584,Common
DB01159,1,DB00703,Common
DB00924,1,DB01028,Common
DB00297,1,DB00796,Common
DB01076,1,DB00333,Common
DB01086,1,DB01221,Common
DB00356,1,DB00402,Common
DB00593,1,DB00555,Common
DB00608,1,DB00324,Common
DB01176,1,DB00327,Common
DB00753,1,DB00598,Common
DB01380,1,DB00788,Common
DB06594,1,DB01068,Common
DB00988,1,DB01364,Common
DB00643,1,DB00916,Common
DB00484,1,DB00631,Common
DB00748,1,DB01215,Common
DB06702,1,DB11181,Common
DB01222,1,DB00179,Common
DB00392,1,DB06702,Common
DB01026,1,DB00589,Common
DB01380,1,DB01024,Common
DB00633,1,DB00281,Common
DB01558,1,DB01215,Common
DB00333,1,DB00353,Common
DB01380,1,DB00805,Common
DB00434,1,DB00455,Common
DB00851,1,DB01097,Common
DB00543,1,DB00434,Common
DB00921,1,DB09235,Common
DB01248,1,DB00441,Common
DB00835,1,DB01221,Common
DB00477,1,DB00996,Common
DB00861,1,DB06725,Common
DB01142,1,DB01159,Common
DB01200,1,DB13874,Common
DB01200,1,DB01241,Common
DB00233,1,DB01380,Common
DB01200,1,DB04946,Common
DB00328,1,DB04817,Common
DB06738,1,DB00933,Common
DB00394,1,DB01400,Common
DB00591,1,DB01283,Common
DB01238,1,DB00527,Common
DB01166,1,DB00589,Common
DB01253,1,DB01206,Common
DB01242,1,DB01587,Common
DB00297,1,DB01219,Common
DB01612,1,DB00590,Common
DB01097,1,DB09285,Common
DB01086,1,DB01235,Common
DB01227,1,DB00333,Common
DB01142,1,DB06716,Common
DB00455,1,DB00933,Common
DB01558,1,DB00829,Common
DB00802,1,DB00933,Common
DB01023,1,DB01020,Common
DB01075,1,DB01018,Common
DB01151,1,DB08815,Common
DB00394,1,DB00712,Common
DB01222,1,DB00749,Common
DB00543,1,DB00683,Common
DB00829,1,DB09166,Common
DB01238,1,DB01142,Common
DB00443,1,DB09212,Common
DB00248,1,DB01406,Common
DB00861,1,DB00741,Common
DB00527,1,DB01002,Common
DB00371,1,DB05246,Common
DB00612,1,DB00411,Common
DB01200,1,DB00916,Common
DB00647,1,DB00502,Common
DB01114,1,DB01028,Common
DB00321,1,DB01227,Common
DB00320,1,DB00916,Common
DB00436,1,DB00486,Common
DB01253,1,DB01137,Common
DB00861,1,DB01029,Common
DB00527,1,DB00829,Common
DB00972,1,DB00959,Common
DB00458,1,DB06738,Common
DB00543,1,DB01175,Common
DB00623,1,DB09224,Common
DB00434,1,DB01028,Common
DB00924,1,DB00967,Common
DB01086,1,DB00683,Common
DB00628,1,DB01028,Common
DB00261,1,DB00861,Common
DB00594,1,DB01020,Common
DB00527,1,DB00875,Common
DB00542,1,DB00631,Common
DB00357,1,DB06772,Common
DB01351,1,DB11148,Common
DB00810,1,DB08893,Common
DB00502,1,DB00328,Common
DB01076,1,DB13139,Common
DB09166,1,DB00555,Common
DB01076,1,DB01587,Common
DB00394,1,DB01043,Common
DB01161,1,DB00647,Common
DB00748,1,DB00228,Common
DB06772,1,DB00179,Common
DB09224,1,DB01149,Common
DB00327,1,DB00186,Common
DB00918,1,DB00514,Common
DB00753,1,DB06282,Common
DB01176,1,DB00292,Common
DB06738,1,DB00683,Common
DB00967,1,DB01142,Common
DB00477,1,DB01437,Common
DB01159,1,DB01020,Common
DB00591,1,DB01050,Common
DB00872,1,DB00968,Common
DB00714,1,DB00968,Common
DB06700,1,DB00370,Common
DB00608,1,DB00179,Common
DB01238,1,DB00434,Common
DB00436,1,DB00883,Common
DB00321,1,DB01407,Common
DB00411,1,DB00598,Common
DB00918,1,DB08815,Common
DB01176,1,DB00281,Common
DB00972,1,DB00328,Common
DB00589,1,DB08815,Common
DB00876,1,DB00903,Common
DB00907,1,DB00696,Common
DB00594,1,DB00612,Common
DB01197,1,DB09212,Common
DB00564,1,DB00950,Common
DB06700,1,DB00216,Common
DB00394,1,DB04817,Common
DB00320,1,DB00959,Common
DB01587,1,DB06282,Common
DB00283,1,DB01253,Common
DB04920,1,DB00631,Common
DB00572,1,DB00647,Common
DB00996,1,DB00333,Common
DB00887,1,DB00903,Common
DB06700,1,DB01587,Common
DB06594,1,DB01002,Common
DB01161,1,DB00683,Common
DB00472,1,DB00186,Common
DB09128,1,DB00753,Common
DB00394,1,DB01050,Common
DB01151,1,DB00228,Common
DB00647,1,DB01437,Common
DB09166,1,DB00949,Common
DB01086,1,DB01151,Common
DB01161,1,DB00949,Common
DB01197,1,DB00586,Common
DB00712,1,DB00502,Common
DB00216,1,DB08815,Common
DB01014,1,DB00959,Common
DB01227,1,DB00703,Common
DB00222,1,DB01097,Common
DB04953,1,DB04908,Common
DB00973,1,DB01039,Common
DB00490,1,DB04946,Common
DB06594,1,DB00690,Common
DB01114,1,DB00434,Common
DB01018,1,DB01159,Common
DB00861,1,DB04574,Common
DB06594,1,DB00813,Common
DB00972,1,DB01283,Common
DB00257,1,DB00353,Common
DB00402,1,DB04953,Common
DB00924,1,DB00647,Common
DB00813,1,DB00458,Common
DB00320,1,DB00696,Common
DB04871,1,DB00353,Common
DB00628,1,DB00363,Common
DB00411,1,DB01043,Common
DB00366,1,DB08918,Common
DB00297,1,DB01114,Common
DB01612,1,DB00612,Common
DB00907,1,DB00494,Common
DB00477,1,DB00876,Common
DB00248,1,DB00951,Common
DB00633,1,DB00622,Common
DB01221,1,DB00455,Common
DB00459,1,DB00254,Common
DB00490,1,DB00829,Common
DB00443,1,DB01043,Common
DB00802,1,DB00527,Common
DB00490,1,DB01233,Common
DB01161,1,DB01142,Common
DB09167,1,DB01064,Common
DB01009,1,DB01024,Common
DB00875,1,DB06738,Common
DB00318,1,DB00647,Common
DB00945,1,DB00959,Common
DB00907,1,DB04953,Common
