d1,type,d2
DB00484,5,DB00748
DB00829,5,DB01403
DB01018,5,DB01403
DB01351,5,DB06148
DB00402,5,DB01403
DB00972,5,DB00477
DB00490,5,DB00898
DB04841,5,DB00370
DB00849,5,DB06148
DB01159,5,DB00370
DB00484,5,DB01242
DB00972,5,DB04953
DB01068,5,DB00557
DB00972,5,DB00186
DB00297,5,DB00956
DB11148,5,DB00366
DB01219,5,DB00956
DB01176,5,DB00956
DB00588,5,DB00486
DB00898,5,DB00295
DB00477,5,DB00370
DB01161,5,DB00470
DB00366,5,DB00956
DB01068,5,DB00956
DB00366,5,DB01002
DB00907,5,DB00366
DB00996,5,DB01403
DB00921,5,DB00490
DB00972,5,DB00588
DB00972,5,DB01159
DB09224,5,DB01403
DB00557,5,DB06738
DB00924,5,DB00470
DB00484,5,DB00588
DB00829,5,DB00557
DB01320,5,DB00956
DB00849,5,DB00486
DB00297,5,DB00370
DB01242,5,DB00898
DB00366,5,DB01544
DB00470,5,DB01215
DB00921,5,DB00737
DB00921,5,DB00898
DB00921,5,DB00588
DB00484,5,DB00633
DB01587,5,DB00486
DB00972,5,DB01466
DB00972,5,DB00176
DB00972,5,DB00557
DB00898,5,DB00934
DB01235,5,DB01403
DB00898,5,DB00281
DB09128,5,DB00366
DB00366,5,DB00486
DB00363,5,DB00486
DB00564,5,DB00366
DB08815,5,DB00370
DB01086,5,DB01403
DB00921,5,DB00395
DB00494,5,DB00370
DB00366,5,DB00593
DB00366,5,DB00898
DB06594,5,DB00898
DB01219,5,DB00898
DB00470,5,DB00956
DB00484,5,DB00967
DB00924,5,DB00370
DB06594,5,DB00486
DB00628,5,DB00898
DB00972,5,DB01215
DB00898,5,DB01587
DB00921,5,DB04841
DB00543,5,DB01403
DB00557,5,DB00371
DB01437,5,DB00370
DB00898,5,DB00292
DB01242,5,DB00557
DB00484,5,DB01437
DB00484,5,DB00683
DB00366,5,DB09224
DB01403,5,DB05246
DB00907,5,DB00470
DB01114,5,DB00898
DB00557,5,DB00753
DB00898,5,DB00555
DB00484,5,DB01068
DB00623,5,DB00370
DB01558,5,DB00333
DB11148,5,DB00557
DB06594,5,DB00557
DB01086,5,DB00470
DB00647,5,DB00956
DB00366,5,DB05246
DB00484,5,DB01221
DB00484,5,DB01544
DB00333,5,DB00370
DB06282,5,DB00486
DB00690,5,DB00557
DB00366,5,DB01437
DB00972,5,DB00754
DB00366,5,DB00754
DB00470,5,DB04908
DB00470,5,DB01466
DB00484,5,DB01587
DB00366,5,DB01320
DB01351,5,DB00557
DB00972,5,DB00647
DB00557,5,DB01403
DB00875,5,DB00956
DB00470,5,DB01235
DB01075,5,DB01403
DB00754,5,DB00956
DB00470,5,DB00557
DB01351,5,DB00972
DB00366,5,DB09166
DB01086,5,DB00484
DB06594,5,DB00484
DB00484,5,DB00402
DB01437,5,DB01403
DB01176,5,DB00370
DB00484,5,DB08815
DB00490,5,DB01403
DB01351,5,DB00898
DB00972,5,DB01114
DB00956,5,DB00849
DB00575,5,DB00898
DB00915,6,DB00472
DB00261,6,DB01151
DB00207,6,DB01403
DB00537,6,DB00875
DB00261,6,DB00199
DB00875,6,DB00934
DB01238,6,DB00889
DB01118,6,DB00927
DB01169,6,DB00757
DB06216,6,DB00289
DB00280,6,DB00199
DB00261,6,DB00949
DB00261,6,DB01075
DB00915,6,DB00834
DB00543,6,DB04946
DB01169,6,DB00199
DB01175,6,DB00622
DB01175,6,DB00753
DB00757,6,DB01137
DB04946,6,DB05039
DB00949,6,DB00875
DB00949,6,DB00889
DB00757,6,DB09039
DB06216,6,DB00889
DB01195,6,DB01167
DB01274,6,DB00207
DB00363,6,DB00204
DB06216,6,DB00983
DB00280,6,DB08815
DB00207,6,DB00537
DB01169,6,DB00270
DB00875,6,DB00889
DB01195,6,DB00889
DB04855,6,DB00622
DB00477,6,DB00333
DB04855,6,DB00916
DB00537,6,DB13074
DB00537,6,DB01195
DB00261,6,DB00714
DB00757,6,DB00875
DB04953,6,DB00472
DB00983,6,DB00889
DB00346,6,DB04855
DB00204,6,DB00808
DB00188,6,DB01195
DB00207,6,DB08868
DB12161,6,DB00933
DB08865,6,DB01403
DB04953,6,DB01137
DB00207,6,DB09039
DB06216,6,DB01075
DB00537,6,DB01259
DB06216,6,DB00333
DB00261,6,DB00757
DB00346,6,DB01175
DB00543,6,DB04855
DB00537,6,DB00808
DB00280,6,DB01403
DB01211,6,DB00472
DB04855,6,DB04953
DB00915,6,DB01137
DB08865,6,DB00502
DB01211,6,DB01403
DB00502,6,DB00358
DB00199,6,DB00927
DB00207,6,DB01259
DB00674,6,DB00889
DB00204,6,DB00458
DB00889,6,DB00916
DB01169,6,DB08868
DB00199,6,DB00889
DB00215,6,DB01195
DB04855,6,DB01259
DB00808,6,DB09078
DB00261,6,DB08865
DB01238,6,DB00502
DB00333,6,DB00916
DB01137,6,DB00834
DB00604,6,DB00757
DB01169,6,DB00622
DB00207,6,DB00358
DB00543,6,DB00204
DB08868,6,DB00875
DB01169,6,DB00477
DB00537,6,DB04953
DB00321,6,DB01137
DB12161,6,DB01175
DB06216,6,DB01242
DB00757,6,DB00472
DB00363,6,DB05039
DB01175,6,DB00949
DB00608,6,DB00757
DB00757,6,DB01195
DB01184,6,DB08893
DB01175,6,DB00808
DB06216,6,DB00358
DB01169,6,DB00983
DB08912,6,DB00875
DB05039,6,DB09078
DB00477,6,DB13074
DB00289,6,DB04855
DB00477,6,DB00215
DB00757,6,DB04855
DB08865,6,DB00557
DB00207,6,DB00215
DB00207,6,DB00199
DB00915,6,DB01184
DB09039,6,DB00983
DB00608,6,DB01195
DB00199,6,DB00472
DB04953,6,DB00333
DB00843,6,DB13074
DB00261,6,DB09063
DB00927,6,DB00502
DB00199,6,DB04953
DB00915,6,DB00333
DB01184,6,DB04953
DB00261,6,DB01137
DB00608,6,DB00875
DB00346,6,DB00363
DB00983,6,DB04946
DB00321,6,DB00889
DB00261,6,DB01238
DB00280,6,DB04953
DB00472,6,DB01320
DB00537,6,DB01211
DB00472,6,DB00502
DB00714,6,DB01137
DB01175,6,DB00834
DB00363,6,DB00949
DB00346,6,DB00207
DB00543,6,DB00757
DB00674,6,DB04946
DB00502,6,DB05039
DB00261,6,DB01211
DB00346,6,DB01137
DB00215,6,DB09078
DB00207,6,DB00983
DB00188,6,DB00604
DB09039,6,DB00889
DB09063,6,DB00753
DB01026,6,DB01137
DB00714,6,DB00834
DB08912,6,DB01137
DB01238,6,DB00537
DB00321,6,DB01184
DB00757,6,DB04953
DB08865,6,DB00280
DB00604,6,DB01075
DB04953,6,DB00502
DB00674,6,DB01137
DB04855,6,DB05039
DB08865,6,DB04946
DB04855,6,DB00927
DB09078,6,DB00622
DB00608,6,DB00949
DB00537,6,DB08893
DB01274,6,DB01195
DB00261,6,DB12161
DB01118,6,DB00280
DB01195,6,DB09078
DB00543,6,DB00280
DB00204,6,DB08893
DB01211,6,DB01233
DB01274,6,DB01184
DB08865,6,DB04953
DB00472,6,DB00753
DB01184,6,DB00458
DB00889,6,DB01259
DB04855,6,DB00889
DB00215,6,DB00358
DB00207,6,DB00477
DB00714,6,DB00608
DB01184,6,DB05039
DB00543,6,DB09078
DB01195,6,DB00753
DB00608,6,DB00889
DB04855,6,DB09078
DB04946,6,DB00358
DB00915,6,DB00757
DB09063,6,DB00537
DB01175,6,DB00557
DB00261,6,DB01259
DB01169,6,DB01075
DB01118,6,DB00757
DB00604,6,DB08893
DB00261,6,DB00674
DB00280,6,DB01137
DB00537,6,DB01151
DB00714,6,DB00333
DB00915,6,DB00889
DB08865,6,DB00199
DB00204,6,DB00916
DB00477,6,DB00949
DB00280,6,DB08893
DB01142,6,DB09078
DB00915,6,DB08865
DB04946,6,DB00622
DB06216,6,DB01137
DB01238,6,DB01184
DB00215,6,DB00949
DB00537,6,DB12161
DB00875,6,DB00333
DB01151,6,DB09078
DB00637,6,DB12161
DB09039,6,DB00358
DB09078,6,DB00358
DB01118,6,DB12161
DB01075,6,DB09078
DB00875,6,DB01167
DB00604,6,DB01151
DB09039,6,DB08868
DB01075,6,DB01175
DB00543,6,DB09063
DB06216,6,DB00808
DB00875,6,DB00983
DB00261,6,DB13074
DB00537,6,DB00502
DB00502,6,DB00808
DB01184,6,DB09078
DB01193,7,DB00623
DB01244,7,DB00805
DB00436,7,DB00559
DB00542,7,DB00887
DB01351,7,DB01197
DB06403,7,DB09235
DB00590,7,DB01355
DB00182,7,DB00590
DB00346,7,DB09235
DB00343,7,DB00876
DB01193,7,DB00796
DB01029,7,DB00968
DB00521,7,DB00678
DB09026,7,DB00622
DB01244,7,DB01197
DB09026,7,DB01143
DB09235,7,DB00264
DB00796,7,DB01136
DB00678,7,DB00264
DB00598,7,DB08932
DB01238,7,DB00436
DB00866,7,DB00528
DB01193,7,DB01171
DB04846,7,DB08932
DB00381,7,DB01240
DB00796,7,DB00528
DB01238,7,DB01029
DB00542,7,DB00584
DB01143,7,DB04846
DB01244,7,DB00629
DB00436,7,DB01244
DB00612,7,DB01275
DB00598,7,DB09282
DB04840,7,DB09235
DB00381,7,DB01170
DB04840,7,DB00629
DB00590,7,DB01170
DB01023,7,DB01170
DB00623,7,DB00598
DB00903,7,DB01355
DB00968,7,DB00849
DB01193,7,DB00584
DB01240,7,DB00849
DB00559,7,DB09282
DB00796,7,DB08932
DB08932,7,DB09282
DB00528,7,DB04861
DB00590,7,DB00808
DB06237,7,DB09282
DB06403,7,DB04861
DB00869,7,DB01170
DB06403,7,DB09282
DB00584,7,DB00903
DB00805,7,DB04861
DB01238,7,DB01240
DB00866,7,DB01171
DB01246,7,DB00521
DB09026,7,DB01275
DB01023,7,DB00805
DB01119,7,DB00968
DB01193,7,DB00346
DB01119,7,DB00584
DB00381,7,DB00195
DB00195,7,DB08932
DB06403,7,DB04840
DB00796,7,DB00805
DB09026,7,DB04840
DB00559,7,DB00968
DB01351,7,DB00678
DB00590,7,DB01275
DB01143,7,DB01355
DB01143,7,DB00436
DB00521,7,DB00808
DB00695,7,DB01355
DB00528,7,DB00968
DB01197,7,DB01355
DB00876,7,DB00805
DB01197,7,DB00521
DB00346,7,DB00808
DB00346,7,DB00590
DB01351,7,DB01612
DB00195,7,DB00968
DB00612,7,DB00796
DB00869,7,DB01018
DB01351,7,DB01235
DB00542,7,DB04840
DB00346,7,DB08932
DB00436,7,DB00612
DB00436,7,DB00876
DB00714,7,DB01355
DB01143,7,DB00968
DB01119,7,DB01275
DB01143,7,DB00869
DB01197,7,DB00805
DB00678,7,DB00849
DB01197,7,DB00528
DB01170,7,DB00678
DB01238,7,DB00808
DB00528,7,DB09282
DB00346,7,DB00343
DB09026,7,DB00629
DB06403,7,DB01119
DB01143,7,DB00484
DB00575,7,DB00629
DB00436,7,DB00575
DB01240,7,DB00805
DB01023,7,DB01171
DB00575,7,DB01240
DB01136,7,DB01275
DB01193,7,DB01246
DB01240,7,DB00528
DB06403,7,DB00542
DB00195,7,DB00528
DB01238,7,DB00297
DB00195,7,DB00270
DB01119,7,DB00876
DB01197,7,DB01136
DB01244,7,DB08932
DB00872,7,DB00849
DB01197,7,DB01171
DB00559,7,DB01170
DB01023,7,DB00968
DB06403,7,DB01244
DB00182,7,DB00270
DB00612,7,DB08932
DB00436,7,DB00195
DB00623,7,DB04861
DB00808,7,DB01171
DB01238,7,DB01200
DB00521,7,DB01170
DB00866,7,DB00808
DB04840,7,DB01275
DB01143,7,DB00678
DB01193,7,DB06403
DB00195,7,DB00796
DB08932,7,DB04861
DB00542,7,DB00195
DB01119,7,DB00622
DB01197,7,DB01275
DB00575,7,DB01119
DB01275,7,DB01171
DB00436,7,DB00678
DB00629,7,DB09282
DB01351,7,DB00695
DB00381,7,DB04861
DB01136,7,DB00869
DB04840,7,DB08932
DB00575,7,DB00968
DB01143,7,DB00584
DB01143,7,DB01275
DB04846,7,DB00869
DB01240,7,DB01018
DB00521,7,DB09282
DB00612,7,DB00808
DB00381,7,DB01244
DB00436,7,DB09282
DB00381,7,DB01029
DB01193,7,DB00869
DB00542,7,DB01136
DB01244,7,DB04840
DB00542,7,DB01023
DB00869,7,DB00968
DB01029,7,DB00528
DB01275,7,DB00968
DB01612,7,DB01355
DB00808,7,DB01029
DB00869,7,DB00629
DB00542,7,DB00968
DB00629,7,DB00528
DB01197,7,DB00584
DB00182,7,DB01240
DB09026,7,DB09282
DB00346,7,DB01136
DB01193,7,DB01240
DB01244,7,DB00270
DB00381,7,DB00968
DB00182,7,DB09235
DB01238,7,DB01023
DB00343,7,DB00968
DB09235,7,DB00678
DB01170,7,DB00528
DB01143,7,DB01238
DB00182,7,DB01018
DB01238,7,DB01018
DB00866,7,DB01197
DB00381,7,DB08932
DB01238,7,DB00876
DB01018,7,DB00968
DB09026,7,DB01136
DB00869,7,DB00528
DB00887,7,DB00584
DB00575,7,DB08932
DB04846,7,DB01029
DB04920,7,DB00343
DB01143,7,DB01018
DB00866,7,DB00623
DB00866,7,DB00182
DB00381,7,DB00808
DB01018,7,DB01275
DB00346,7,DB09026
DB06237,7,DB00598
DB00968,7,DB00264
DB00883,7,DB09282
DB01143,7,DB01197
DB00796,7,DB00968
DB00346,7,DB01275
DB00436,7,DB01240
DB06403,7,DB00598
DB01238,7,DB00542
DB00542,7,DB01171
DB01136,7,DB09235
DB01240,7,DB01023
DB01193,7,DB01143
DB09026,7,DB00849
DB00521,7,DB00270
DB00594,7,DB00849
DB01197,7,DB00869
DB00255,8,DB00400
DB00564,8,DB00482
DB01320,8,DB00947
DB00564,8,DB00678
DB00636,8,DB01320
DB01320,8,DB09262
DB00564,8,DB00636
DB00564,8,DB01039
DB00564,8,DB00496
DB00758,8,DB01320
DB09231,8,DB00564
DB00564,8,DB01184
DB00924,8,DB00849
DB00564,8,DB01283
DB00564,8,DB01183
DB00316,8,DB00564
DB00564,8,DB00446
DB01320,8,DB08918
DB00564,8,DB05039
DB00546,8,DB01320
DB00564,8,DB00390
DB06216,8,DB01320
DB00637,8,DB09280
DB01175,8,DB01320
DB00564,8,DB00757
DB00543,8,DB01355
DB00883,8,DB09280
DB00564,8,DB00371
DB00802,8,DB01320
DB00564,8,DB00514
DB00673,8,DB01050
DB00564,8,DB00589
DB00199,8,DB01320
DB00564,8,DB00751
DB06736,8,DB00564
DB00918,8,DB01320
DB01012,8,DB09280
DB00564,8,DB01050
DB00564,8,DB01151
DB13956,8,DB01320
DB01244,8,DB01355
DB00307,8,DB00564
DB00564,8,DB06777
DB01320,8,DB00883
DB00564,8,DB00829
DB00783,8,DB00400
DB09229,8,DB01355
DB00185,8,DB09280
DB09280,8,DB01110
DB01020,8,DB09280
DB01320,8,DB01002
DB00564,8,DB00280
DB01435,8,DB01320
DB01320,8,DB05246
DB00564,8,DB00690
DB00564,8,DB00471
DB01196,8,DB00400
DB00564,8,DB00499
DB09026,8,DB09280
DB00612,8,DB01320
DB00564,8,DB01016
DB00712,8,DB01320
DB00564,8,DB01028
DB09167,8,DB00849
DB00924,8,DB09280
DB01320,8,DB00502
DB00564,8,DB00988
DB00749,8,DB01320
DB00564,8,DB13955
DB01184,8,DB01320
DB00796,8,DB00564
DB01219,8,DB09280
DB00136,8,DB01320
DB00564,8,DB00356
DB00865,8,DB00564
DB12010,8,DB09280
DB00564,8,DB11828
DB06772,8,DB01320
DB00949,8,DB09280
DB06203,8,DB00564
DB00564,8,DB00502
DB00564,8,DB00647
DB00564,8,DB06292
DB00575,8,DB01320
DB01393,8,DB00564
DB04841,8,DB00849
DB00564,8,DB00822
DB00518,8,DB09280
DB01320,8,DB01065
DB00907,8,DB09280
DB00564,8,DB00604
DB00588,8,DB01320
DB01320,8,DB01183
DB00977,8,DB00400
DB00564,8,DB00608
DB05351,8,DB01320
DB01223,8,DB09280
DB00655,8,DB01320
DB00270,8,DB09280
DB00872,8,DB01320
DB01166,8,DB01320
DB00559,8,DB01320
DB01320,8,DB00814
DB01320,8,DB05381
DB00564,8,DB06710
DB00278,8,DB01320
DB00673,8,DB01171
DB08827,8,DB09280
DB01128,8,DB09280
DB00564,8,DB00748
DB00564,8,DB00927
DB09026,8,DB00564
DB00091,8,DB01355
DB00559,8,DB00227
DB01466,8,DB01320
DB00320,8,DB09280
DB00136,8,DB09280
DB00564,8,DB00814
DB00564,8,DB00568
DB09280,8,DB00643
DB00608,8,DB01320
DB01194,8,DB09280
DB00320,8,DB01320
DB00564,8,DB00332
DB00204,8,DB09280
DB01320,8,DB00458
DB00564,8,DB00295
DB00564,8,DB00655
DB00889,8,DB09280
DB00201,8,DB01320
DB00700,8,DB09280
DB00528,8,DB00849
DB01320,8,DB01177
DB06282,8,DB09280
DB01351,8,DB00458
DB00564,8,DB00694
DB00564,8,DB01240
DB00381,8,DB01351
DB01393,8,DB01320
DB04846,9,DB00586
DB00594,9,DB01097
DB00594,9,DB01435
DB06736,9,DB00264
DB01242,9,DB00320
DB01242,9,DB01577
DB00714,9,DB01242
DB00612,9,DB00461
DB01435,9,DB01136
DB09026,9,DB01050
DB05676,9,DB00598
DB00865,9,DB08918
DB01193,9,DB00688
DB00594,9,DB04817
DB00866,9,DB01014
DB00629,9,DB00370
DB00866,9,DB00814
DB00195,9,DB00712
DB00972,9,DB01136
DB00712,9,DB00264
DB01136,9,DB00328
DB00714,9,DB06700
DB00968,9,DB00422
DB09026,9,DB01014
DB00195,9,DB00788
DB00963,9,DB04861
DB00321,9,DB00696
DB00924,9,DB00668
DB00575,9,DB00458
DB00749,9,DB01275
DB00668,9,DB00370
DB00963,9,DB01136
DB05676,9,DB00195
DB00612,9,DB01628
DB00945,9,DB00195
DB00320,9,DB00370
DB00714,9,DB01142
DB06736,9,DB04861
DB00866,9,DB06725
DB00924,9,DB01577
DB01050,9,DB00598
DB00633,9,DB09167
DB00320,9,DB09167
DB00482,9,DB04846
DB00521,9,DB01024
DB04846,9,DB01050
DB00712,9,DB00598
DB04846,9,DB01097
DB00945,9,DB04861
DB00594,9,DB00608
DB00381,9,DB00422
DB09167,9,DB00696
DB01023,9,DB01065
DB00866,9,DB00788
DB01014,9,DB00264
DB00866,9,DB00461
DB00865,9,DB01142
DB00865,9,DB00370
DB00972,9,DB00598
DB00422,9,DB00622
DB00594,9,DB01283
DB00612,9,DB04817
DB00328,9,DB00598
DB00784,9,DB00264
DB09026,9,DB00784
DB00594,9,DB00972
DB00179,9,DB00264
DB00594,9,DB00861
DB01151,9,DB01577
DB00700,9,DB00788
DB00945,9,DB01275
DB09167,9,DB06262
DB01242,9,DB06262
DB00594,9,DB00482
DB01193,9,DB09212
DB00814,9,DB00264
DB00945,9,DB00264
DB09026,9,DB01024
DB00543,9,DB00633
DB00270,9,DB00422
DB00866,9,DB00861
DB00321,9,DB00292
DB01435,9,DB00521
DB09026,9,DB01009
DB04846,9,DB04817
DB00869,9,DB00422
DB00436,9,DB00422
DB00321,9,DB00714
DB01193,9,DB01435
DB01014,9,DB01275
DB00521,9,DB00688
DB00696,9,DB00458
DB06736,9,DB04846
DB00594,9,DB00963
DB00195,9,DB00328
DB01242,9,DB00696
DB01018,9,DB00370
DB04846,9,DB00784
DB09026,9,DB06725
DB01240,9,DB00422
DB01193,9,DB05676
DB00712,9,DB01275
DB00195,9,DB00179
DB00612,9,DB00814
DB01136,9,DB01024
DB01193,9,DB00422
DB00484,9,DB00422
DB00945,9,DB00598
DB00328,9,DB00264
DB00866,9,DB00179
DB01175,10,DB00222
DB00861,10,DB01067
DB00672,10,DB04861
DB01016,10,DB04861
DB00945,10,DB00222
DB00280,10,DB01120
DB00672,10,DB00264
DB00233,10,DB00834
DB01014,10,DB06292
DB01067,10,DB01016
DB00414,10,DB01120
DB01067,10,DB00598
DB01120,10,DB08882
DB00945,10,DB06203
DB00182,10,DB00834
DB01016,10,DB00598
DB01067,10,DB06710
DB00476,10,DB01067
DB00672,10,DB01067
DB06700,10,DB01067
DB00182,10,DB00491
DB00672,10,DB01149
DB06292,10,DB08918
DB00233,10,DB00731
DB01120,10,DB00166
DB00945,10,DB00491
DB08907,10,DB00280
DB00222,10,DB00805
DB01014,10,DB00672
DB00222,10,DB01171
DB00414,10,DB00866
DB01193,10,DB01120
DB00467,10,DB00834
DB00945,10,DB01067
DB00414,10,DB06203
DB00636,10,DB01120
DB00467,10,DB01120
DB00834,10,DB00805
DB00467,10,DB01067
DB06292,10,DB01137
DB01014,10,DB01120
DB00222,10,DB00598
DB08907,10,DB01171
DB01120,10,DB01252
DB01067,10,DB08918
DB08918,10,DB00491
DB06203,10,DB06700
DB00222,10,DB00264
DB00491,10,DB08804
DB08882,10,DB00166
DB01393,10,DB01016
DB00222,10,DB01110
DB00945,10,DB01016
DB06292,10,DB00861
DB00672,10,DB00476
DB01120,10,DB00264
DB01200,10,DB00861
DB00222,10,DB00731
DB01016,10,DB08804
DB01016,10,DB00264
DB01067,10,DB00805
DB01016,10,DB00491
DB06203,10,DB01137
DB00414,10,DB08907
DB00233,10,DB01016
DB08907,10,DB01137
DB01136,10,DB01016
DB06203,10,DB01014
DB00195,10,DB00672
DB00182,10,DB08907
DB01393,10,DB00672
DB00861,10,DB00280
DB00266,11,DB01241
DB01418,11,DB00924
DB01418,11,DB05676
DB00006,11,DB09212
DB06695,11,DB04817
DB00543,11,DB00266
DB06605,11,DB00328
DB00006,11,DB00861
DB06695,11,DB00461
DB01418,11,DB00501
DB06695,11,DB00788
DB05676,11,DB00266
DB01418,11,DB08804
DB01418,11,DB00758
DB01418,11,DB00458
DB06736,11,DB06605
DB06736,11,DB00266
DB01014,11,DB00343
DB00482,11,DB06695
DB01435,11,DB00278
DB01418,11,DB00321
DB00278,11,DB04817
DB06605,11,DB01050
DB00266,11,DB01181
DB00266,11,DB01067
DB00278,11,DB00963
DB00266,11,DB00712
DB00266,11,DB04817
DB06695,11,DB01628
DB00414,11,DB00266
DB00006,11,DB01283
DB00278,11,DB00751
DB01418,11,DB01583
DB00006,11,DB01628
DB00266,11,DB01016
DB00006,11,DB00788
DB00266,11,DB01142
DB00924,11,DB00266
DB00636,11,DB00266
DB06695,11,DB00749
DB06605,11,DB00784
DB00482,11,DB00266
DB01418,11,DB00788
DB00266,11,DB00467
DB00261,11,DB06695
DB00278,11,DB00814
DB00233,11,DB01014
DB01418,11,DB00861
DB01418,11,DB01628
DB00006,11,DB00758
DB00316,11,DB00266
DB06605,11,DB00749
DB01418,11,DB00814
DB06605,11,DB06725
DB01418,11,DB00586
DB01418,11,DB00608
DB01418,11,DB00179
DB00278,11,DB01628
DB06736,11,DB06695
DB00006,11,DB00688
DB06736,11,DB01418
DB00266,11,DB00254
DB00278,11,DB01240
DB08865,12,DB06695
DB06702,12,DB00619
DB06695,12,DB01259
DB06695,12,DB00584
DB01156,12,DB12161
DB06695,12,DB01016
DB00822,12,DB06702
DB00574,12,DB06702
DB00751,12,DB06702
DB00321,12,DB06702
DB01191,12,DB06702
DB00613,12,DB06702
DB01242,12,DB06702
DB00748,12,DB06702
DB06702,12,DB01218
DB06695,12,DB00704
DB08868,12,DB01026
DB06702,12,DB08893
DB06695,12,DB00328
DB00207,12,DB06695
DB09063,12,DB06702
DB06702,12,DB00950
DB00521,12,DB06702
DB06695,12,DB00264
DB01136,12,DB06695
DB06695,12,DB00773
DB06695,12,DB01137
DB01076,12,DB06702
DB01211,12,DB06702
DB00283,12,DB06702
DB01211,12,DB09280
DB00802,12,DB06695
DB01211,12,DB01320
DB06695,12,DB00602
DB00647,12,DB06702
DB06695,12,DB00176
DB06695,12,DB00622
DB04839,12,DB06702
DB00476,12,DB06702
DB09167,12,DB06702
DB06702,12,DB00176
DB06695,12,DB01253
DB06702,12,DB06148
DB01012,12,DB12161
DB06702,12,DB00889
DB06695,12,DB00317
DB01320,12,DB01181
DB06702,12,DB00211
DB00195,12,DB06702
DB01193,13,DB01245
DB01193,13,DB00677
DB00195,13,DB00813
DB01245,13,DB00264
DB00612,13,DB00772
DB01396,13,DB00598
DB00436,13,DB09063
DB00802,13,DB00866
DB00195,13,DB00390
DB01193,13,DB00390
DB00521,13,DB00390
DB00674,13,DB00598
DB00866,13,DB00674
DB01193,13,DB00358
DB00436,13,DB00674
DB08865,13,DB00968
DB00521,13,DB00805
DB00612,13,DB01396
DB00575,13,DB08868
DB01122,13,DB00195
DB00195,13,DB01245
DB00802,13,DB04846
DB08868,13,DB00264
DB00843,13,DB00674
DB09063,13,DB04861
DB00866,13,DB01400
DB09063,13,DB00968
DB00633,13,DB00390
DB04846,13,DB01043
DB01122,13,DB04846
DB01193,13,DB00843
DB00866,13,DB00280
DB00195,13,DB00843
DB00195,13,DB01396
DB00195,13,DB00772
DB08865,13,DB00264
DB01193,13,DB08868
DB00521,13,DB09063
DB00436,13,DB00843
DB01193,13,DB01233
DB08868,13,DB00674
DB00612,13,DB00843
DB01136,13,DB00390
DB00612,13,DB00390
DB00866,13,DB01043
DB01136,13,DB00772
DB08865,13,DB00633
DB01122,13,DB01136
DB00390,13,DB00264
DB00182,14,DB01151
DB01175,14,DB00150
DB00182,14,DB01242
DB00215,14,DB00150
DB08918,14,DB00295
DB00514,14,DB00757
DB01151,14,DB00805
DB00805,14,DB01149
DB01175,14,DB00295
DB01142,14,DB00476
DB00458,14,DB01171
DB00802,14,DB08918
DB00476,14,DB01227
DB00998,14,DB00889
DB00476,14,DB00458
DB01151,14,DB00150
DB01151,14,DB01171
DB00543,14,DB00150
DB00215,14,DB08918
DB00802,14,DB06700
DB06700,14,DB00956
DB00318,14,DB01175
DB01156,14,DB04871
DB06700,14,DB00150
DB00248,14,DB00757
DB00490,14,DB01149
DB00490,14,DB00176
DB00889,14,DB00952
DB00215,14,DB00574
DB00150,14,DB08918
DB01200,14,DB00757
DB01175,14,DB00956
DB00514,14,DB00472
DB00802,14,DB00476
DB01142,14,DB00805
DB00476,14,DB06738
DB09167,14,DB01171
DB01118,15,DB04846
DB09230,15,DB00400
DB01127,15,DB00270
DB04794,15,DB04920
DB04794,15,DB00528
DB09195,15,DB09031
DB09229,15,DB00400
DB00400,15,DB00622
DB00091,15,DB00555
DB04920,15,DB01127
DB01118,15,DB00195
DB09231,15,DB04794
DB01167,15,DB05246
DB09230,15,DB09031
DB00343,15,DB00400
DB00343,15,DB01127
DB01110,15,DB00622
DB04794,15,DB01023
DB00528,15,DB01110
DB01193,15,DB01118
DB04794,15,DB09235
DB04794,15,DB00996
DB00568,15,DB00400
DB09232,15,DB00400
DB00257,15,DB09235
DB04841,15,DB01167
DB00343,15,DB09031
DB00996,15,DB09031
DB09031,15,DB00622
DB00381,15,DB09031
DB00528,15,DB09031
DB04920,15,DB01110
DB00983,15,DB09195
DB00394,16,DB00436
DB00741,16,DB00808
DB01222,16,DB00903
DB00668,16,DB00695
DB01274,16,DB00436
DB00903,16,DB00959
DB01380,16,DB00903
DB00324,16,DB00808
DB00394,16,DB00903
DB01234,16,DB00808
DB00668,16,DB00903
DB00903,16,DB00180
DB00887,16,DB00668
DB04846,16,DB00903
DB00695,16,DB01064
DB04574,16,DB00695
DB05039,16,DB00808
DB01407,16,DB00808
DB00903,16,DB13139
DB04574,16,DB00903
DB00436,16,DB01410
DB01410,16,DB00808
DB00887,16,DB01380
DB04574,16,DB05039
DB01408,16,DB00808
DB00436,16,DB05039
DB00903,16,DB00588
DB00808,16,DB01064
DB04574,16,DB00808
DB00808,16,DB00959
DB06262,16,DB00695
DB00240,16,DB05039
DB00866,17,DB00590
DB01136,17,DB01235
DB00195,17,DB00598
DB00343,17,DB00476
DB00476,17,DB00622
DB00476,17,DB00808
DB00590,17,DB04861
DB00477,17,DB00476
DB01235,17,DB00486
DB01193,17,DB01136
DB00476,17,DB00753
DB00631,17,DB01235
DB01193,17,DB00598
DB00297,17,DB01235
DB01351,17,DB00808
DB00195,17,DB01136
DB00521,17,DB01235
DB00476,17,DB00270
DB01244,17,DB00476
